chr	start	end
chr9	64171046	64171422
chr9	64175251	64175350
chr9	64187938	64189160
chr9	64195133	64195439
chr9	64198961	64199424
chr9	64207500	64207733
chr9	64233355	64234095
chr9	64234576	64235138
chr9	64241930	64242384
chr9	64244786	64245199
chr9	64267700	64268110
chr9	64288121	64288196
chr9	64294893	64295192
chr9	64295502	64295730
chr9	64299926	64300189
chr9	64300694	64300824
chr9	64305209	64305322
chr9	64320087	64321108
chr9	64325987	64326175
chr9	64328047	64328376
chr9	64331344	64331414
chr9	64346345	64346765
chr9	64349344	64349582
chr9	64354794	64355066
chr9	64356015	64356074
chr9	64359625	64359748
chr9	64360663	64360853
chr9	64380658	64380816
chr9	64381227	64382372
chr9	64382855	64383178
chr9	64388918	64389030
chr9	64389475	64389649
chr9	64401989	64402115
chr9	64402907	64402959
chr9	64404027	64404372
chr9	64405020	64405293
chr9	64412160	64412992
chr9	64413630	64414498
chr9	64414941	64415105
chr9	64418920	64419396
chr9	64424263	64424570
chr9	64425686	64425963
chr9	64427448	64427528
chr9	64438268	64438877
chr9	64439260	64439457
chr9	64445753	64446596
chr9	64450842	64450941
chr9	64453087	64454068
chr9	64459010	64459237
chr9	64462122	64462222
chr9	64468029	64468079
chr9	64470540	64470604
chr9	64472352	64472591
chr9	64477901	64478020
chr9	64478376	64478504
chr9	64480150	64480261
chr9	64485886	64486356
chr9	64487445	64487867
chr9	64492161	64492250
chr9	64508259	64508525
chr9	64513215	64513407
chr9	64514370	64514521
chr9	64515447	64515775
chr9	64518709	64518802
chr9	64519297	64519599
chr9	64519930	64520154
chr9	64520468	64520641
chr9	64526925	64527026
chr9	64527829	64528291
chr9	64538920	64539477
chr9	64544980	64545203
chr9	64550230	64550372
chr9	64550708	64550999
chr9	64561530	64561683
chr9	64584061	64585995
chr9	64612644	64612929
chr9	64617118	64617301
chr9	64618947	64619285
chr9	64622260	64622807
chr9	64627117	64627831
chr9	64632557	64633049
chr9	64637204	64637775
chr9	64640119	64641305
chr9	64653614	64654609
chr9	64658693	64659763
chr9	64662194	64662388
chr9	64669993	64670490
chr9	64671136	64671591
chr9	64672395	64672703
chr9	64673069	64673166
chr9	64677727	64678170
chr9	64681145	64681500
chr9	64682165	64682836
chr9	64689144	64689325
chr9	64690936	64691025
chr9	64692681	64693792
chr9	64696223	64696381
chr9	64701098	64701346
chr9	64701992	64702155
chr9	64707053	64707252
chr9	64707995	64708137
chr9	64710470	64710748
chr9	64717629	64717963
chr9	64727462	64727841
chr9	64728250	64729617
chr9	64732632	64732971
chr9	64741530	64741834
chr9	64746807	64746947
chr9	64747764	64748252
chr9	64749313	64749657
chr9	64750651	64750823
chr9	64751292	64751672
chr9	64752951	64753190
chr9	64756406	64756532
chr9	64758949	64759188
chr9	64766252	64766862
chr9	64767810	64768035
chr9	64774304	64774766
chr9	64779780	64780292
chr9	64781481	64782547
chr9	64784148	64784561
chr9	64786361	64787095
chr9	64793094	64793427
chr9	64795105	64795353
chr9	64795892	64795948
chr9	64800884	64801556
chr9	64804218	64804479
chr9	64808332	64809202
chr9	64827116	64827300
chr9	64832885	64833757
chr9	64841843	64842025
chr9	64843454	64843556
chr9	64849351	64849689
chr9	64850473	64850591
chr9	64851671	64852017
chr9	64858624	64858774
chr9	64859084	64859554
chr9	64866342	64867088
chr9	64868820	64869853
chr9	64879831	64880971
chr9	64889381	64889489
chr9	64917979	64918912
chr9	64932187	64932642
chr9	64933228	64933330
chr9	64937421	64937514
chr9	64948784	64950649
chr9	64957094	64957428
chr9	64961287	64961358
chr9	64968720	64969187
chr9	64971506	64972077
chr9	64976030	64976403
chr9	64980568	64980672
chr9	64981421	64982189
chr9	64983277	64983339
chr9	64983667	64983753
chr9	64988748	64990230
chr9	65004446	65004561
chr9	65010770	65010820
chr9	65012835	65013102
chr9	65023072	65023584
chr9	65025673	65025742
chr9	65026238	65026300
chr9	65027873	65028296
chr9	65036413	65037027
chr9	65043658	65044829
chr9	65049133	65050238
chr9	65056007	65056566
chr9	65062392	65063999
chr9	65065535	65065731
chr9	65071112	65071426
chr9	65073574	65074153
chr9	65078028	65078475
chr9	65081123	65081317
chr9	65088958	65089036
chr9	65091055	65091294
chr9	65092184	65092420
chr9	65095703	65095846
chr9	65104258	65104416
chr9	65111021	65111267
chr9	65115745	65115882
chr9	65127760	65127835
chr9	65131233	65131507
chr9	65141625	65142921
chr9	65160198	65160560
chr9	65160775	65160976
chr9	65175318	65175457
chr9	65193541	65195133
chr9	65206666	65207233
chr9	65216924	65217041
chr9	65220435	65220605
chr9	65220843	65221026
chr9	65228755	65229118
chr9	65231696	65231840
chr9	65234255	65234490
chr9	65238750	65239430
chr9	65240681	65241225
chr9	65246038	65246729
chr9	65256678	65256974
chr9	65258887	65259062
chr9	65272447	65272542
chr9	65280017	65280334
chr9	65281963	65282419
chr9	65283302	65284244
chr9	65308446	65309343
chr9	65322086	65322304
chr9	65333496	65333566
chr9	65340601	65340850
chr9	65344146	65344387
chr9	65349941	65350290
chr9	65357947	65358376
chr9	65362973	65363197
chr9	65364317	65364515
chr9	65371841	65372217
chr9	65376081	65376742
chr9	65377422	65377946
chr9	65383076	65383279
chr9	65383975	65384232
chr9	65389373	65390328
chr9	65393471	65393833
chr9	65394029	65394547
chr9	65398959	65399325
chr9	65402604	65403513
chr9	65409001	65409264
chr9	65409911	65410305
chr9	65410615	65410960
chr9	65416194	65416329
chr9	65417243	65417577
chr9	65422511	65423443
chr9	65426859	65426973
chr9	65427491	65429132
chr9	65434591	65436239
chr9	65441968	65442161
chr9	65446612	65446923
chr9	65451499	65451604
chr9	65453139	65453746
chr9	65454652	65454765
chr9	65461005	65461151
chr9	65477059	65477419
chr9	65477762	65479229
chr9	65487032	65487167
chr9	65493639	65494081
chr9	65497956	65498061
chr9	65502746	65502834
chr9	65503364	65503603
chr9	65508925	65509051
chr9	65511966	65512371
chr9	65513740	65514262
chr9	65523818	65524625
chr9	65532454	65533245
chr9	65538102	65538456
chr9	65540785	65541085
chr9	65543493	65543800
chr9	65548421	65548550
chr9	65550126	65550408
chr9	65551947	65552218
chr9	65569170	65569265
chr9	65571571	65571746
chr9	65573030	65573473
chr9	65583542	65583592
chr9	65589390	65589588
chr9	65592031	65592264
chr9	65594239	65594805
chr9	65600404	65600849
chr9	65607823	65608072
chr9	65620978	65621125
chr9	65624271	65624633
chr9	65627690	65627864
chr9	65628483	65628731
chr9	65633689	65634187
chr9	65635126	65635819
chr9	65638825	65638926
chr9	65659684	65659847
chr9	65660954	65661014
chr9	65669500	65669597
chr9	65670033	65670097
chr9	65674110	65675939
chr9	65682456	65682647
chr9	65692407	65692528
chr9	65696074	65696299
chr9	65732264	65733293
chr9	65737898	65738733
chr9	65739094	65739179
chr9	65751167	65751652
chr9	65756336	65757686
chr9	65764483	65765253
chr9	65801264	65801415
chr9	65852375	65852477
chr9	65887580	65887925
chr9	65893227	65893418
chr9	65907450	65908367
chr9	65916788	65918028
chr9	65924848	65925106
chr9	65926327	65926606
chr9	65929905	65930031
chr9	65932747	65933020
chr9	65936216	65936683
chr9	65939465	65939686
chr9	65940443	65940893
chr9	65949191	65949295
chr9	65952195	65952811
chr9	65962115	65962799
chr9	65967818	65968247
chr9	65972152	65973036
chr9	65973998	65974875
chr9	65983546	65984229
chr9	65992012	65992515
chr9	65998775	65999061
chr9	66000037	66000420
chr9	66005681	66007281
chr9	66015998	66016592
chr9	66022710	66023051
chr9	66027569	66028029
chr9	66028845	66031049
chr9	66041597	66042271
chr9	66048045	66048636
chr9	66050292	66050597
chr9	66053534	66053651
chr9	66060352	66060701
chr9	66061200	66061915
chr9	66063452	66063560
chr9	66071555	66071748
chr9	66073206	66074265
chr9	66076415	66076535
chr9	66080182	66080276
chr9	66086890	66087365
chr9	66088179	66088370
chr9	66088594	66089239
chr9	66090347	66090474
chr9	66098984	66099294
chr9	66102794	66103169
chr9	66104187	66104465
chr9	66104660	66105168
chr9	66108616	66108722
chr9	66109527	66109581
chr9	66113351	66113638
chr9	66116676	66116932
chr9	66124312	66125164
chr9	66130627	66130787
chr9	66131235	66132050
chr9	66142629	66143265
chr9	66150515	66150600
chr9	66152122	66152635
chr9	66153078	66153712
chr9	66155079	66155525
chr9	66159478	66159747
chr9	66164499	66164654
chr9	66173245	66173432
chr9	66179480	66179647
chr9	66187162	66187240
chr9	66188136	66189049
chr9	66195338	66195711
chr9	66197235	66199032
chr9	66206584	66206635
chr9	66208051	66208307
chr9	66214651	66214783
chr9	66215175	66215338
chr9	66216098	66217008
chr9	66218148	66218364
chr9	66221312	66221518
chr9	66222936	66223077
chr9	66225132	66225557
chr9	66253497	66253750
chr9	66266408	66266483
chr9	66277112	66277394
chr9	66279188	66279245
chr9	66280314	66280505
chr9	66291185	66292048
chr9	66299069	66299153
chr9	66301366	66301548
chr9	66307887	66307946
chr9	66312781	66313276
chr9	66325368	66326203
chr9	66329923	66330099
chr9	66330917	66331687
chr9	66332179	66332325
chr9	66332754	66332851
chr9	66333301	66333486
chr9	66337692	66337893
chr9	66346006	66346134
chr9	66351673	66352267
chr9	66353086	66353951
chr9	66359074	66360572
chr9	66387373	66387571
chr9	66402320	66402453
chr9	66408709	66408974
chr9	66416440	66416652
chr9	66419021	66419376
chr9	66420048	66420173
chr9	66423237	66423936
chr9	66440057	66441450
chr9	66446612	66446943
chr9	66447503	66447850
chr9	66451709	66451948
chr9	66452341	66452788
chr9	66454254	66454474
chr9	66459335	66459939
chr9	66468334	66468992
chr9	66473838	66474883
chr9	66493968	66494497
chr9	66514280	66514480
chr9	66519123	66519203
chr9	66527428	66527507
chr9	66527909	66528215
chr9	66530780	66530871
chr9	66539471	66539579
chr9	66545598	66545950
chr9	66553285	66553998
chr9	66561019	66561906
chr9	66580920	66581209
chr9	66598872	66598981
chr9	66616874	66617705
chr9	66635858	66636059
chr9	66642973	66643918
chr9	66650179	66650485
chr9	66650887	66650989
chr9	66673786	66674225
chr9	66682269	66683209
chr9	66694767	66695038
chr9	66707178	66707631
chr9	66716337	66716445
chr9	66730057	66730615
chr9	66731331	66731507
chr9	66732815	66733016
chr9	66734100	66735117
chr9	66735635	66735972
chr9	66742596	66743271
chr9	66743617	66744157
chr9	66746850	66747328
chr9	66755535	66756069
chr9	66760991	66761815
chr9	66763917	66764552
chr9	66766979	66767911
chr9	66786640	66787134
chr9	66793402	66794527
chr9	66799117	66799710
chr9	66805030	66805186
chr9	66822512	66823529
chr9	66828221	66828738
chr9	66835872	66836897
chr9	66838864	66839109
chr9	66848826	66849421
chr9	66853233	66853646
chr9	66859304	66859644
chr9	66860391	66860859
chr9	66861276	66861695
chr9	66863703	66863940
chr9	66867832	66868312
chr9	66872544	66873421
chr9	66885261	66885945
chr9	66888771	66889108
chr9	66890149	66890326
chr9	66891151	66892369
chr9	66896873	66897647
chr9	66918940	66919239
chr9	66919977	66920268
chr9	66924149	66924357
chr9	66925150	66926185
chr9	66938663	66938826
chr9	66953786	66953839
chr9	66963911	66964048
chr9	66965682	66965791
chr9	66980784	66981099
chr9	66982439	66982848
chr9	66991693	66991813
chr9	67004624	67004906
chr9	67018404	67018868
chr9	67039525	67039870
chr9	67061222	67061328
chr9	67068463	67068620
chr9	67083348	67083536
chr9	67106043	67106307
chr9	67108745	67109323
chr9	67113305	67113361
chr9	67115921	67116295
chr9	67163141	67163342
chr9	67477480	67477562
chr9	67480334	67482255
chr9	67531216	67531350
chr9	67555921	67556109
chr9	67559307	67559779
chr9	67583250	67583638
chr9	67606409	67608515
chr9	67626571	67626684
chr9	67635604	67635693
chr9	67650013	67650494
chr9	67654944	67655015
chr9	67676140	67676399
chr9	67678436	67680405
chr9	67680749	67680932
chr9	67687747	67689439
chr9	67696409	67696610
chr9	67698881	67699424
chr9	67708048	67708324
chr9	67711029	67711624
chr9	67717631	67718304
chr9	67722621	67723458
chr9	67725017	67725874
chr9	67726138	67726657
chr9	67733714	67733958
chr9	67742178	67742388
chr9	67745120	67745270
chr9	67762742	67763250
chr9	67779171	67779308
chr9	67780147	67780806
chr9	67783516	67783569
chr9	67790123	67790646
chr9	67794954	67795020
chr9	67820738	67820840
chr9	67821041	67821592
chr9	67862997	67863349
chr9	67864353	67864565
chr9	68468178	68468459
chr9	68501133	68502032
chr9	68502627	68502705
chr9	68503111	68503315
chr9	68537153	68537413
chr9	68661925	68662154
chr9	68673736	68674139
chr9	68731579	68731813
chr9	68788795	68789143
chr9	68822484	68822653
chr9	68939967	68940200
chr9	68957542	68957621
chr9	68958014	68958166
chr9	69022556	69022812
chr9	69029411	69029480
chr9	69107350	69107598
chr9	69137234	69139250
chr9	69147534	69147758
chr9	69154932	69155055
chr9	69171620	69171724
chr9	69205578	69206066
chr9	69215826	69216362
chr9	69245420	69246560
chr9	69287620	69288060
chr9	69290320	69290795
chr9	69301045	69302388
chr9	69305569	69306356
chr9	69306983	69307162
chr9	69313968	69314245
chr9	69317030	69317092
chr9	69328135	69328598
chr9	69336736	69336988
chr9	69350468	69350734
chr9	69471094	69471305
chr9	69529677	69529922
chr9	69534566	69534834
chr9	69563460	69563519
chr9	69608411	69608622
chr9	69687086	69687233
chr9	69836855	69838105
chr9	69857695	69857899
chr9	69859938	69860898
chr9	69866822	69867087
chr9	69869264	69870133
chr9	69870979	69871027
chr9	69871344	69871591
chr9	69872335	69872685
chr9	69874235	69874538
chr9	69880796	69881004
chr9	69892498	69893024
chr9	69893932	69894653
chr9	69900836	69900899
chr9	69921670	69921753
chr9	69925902	69926234
chr9	69928801	69929003
chr9	69932006	69932189
chr9	69955147	69955243
chr9	69957079	69957375
chr9	69959785	69959881
chr9	69987408	69987573
chr9	69989070	69989527
chr9	70050543	70050750
chr9	70054923	70056244
chr9	70088585	70089617
chr9	70090304	70090577
chr9	70105641	70105903
chr9	70125134	70125749
chr9	70172507	70172557
chr9	70173895	70173975
chr9	70179732	70180135
chr9	70204170	70204308
chr9	70229952	70230534
chr9	70232736	70233773
chr9	70239692	70240799
chr9	70243550	70243839
chr9	70253767	70254059
chr9	70254737	70254835
chr9	70256729	70256923
chr9	70257790	70257902
chr9	70260718	70260855
chr9	70264135	70264475
chr9	70268838	70269728
chr9	70281455	70281771
chr9	70285346	70285610
chr9	70318380	70318450
chr9	70340662	70341331
chr9	70344938	70345273
chr9	70350809	70351932
chr9	70357919	70358361
chr9	70358981	70359184
chr9	70361471	70361551
chr9	70381215	70381424
chr9	70390067	70391287
chr9	70400281	70400401
chr9	70411418	70411535
chr9	70415539	70415651
chr9	70426081	70426248
chr9	70432150	70432399
chr9	70434781	70434853
chr9	70437365	70437481
chr9	70438796	70439409
chr9	70440657	70440814
chr9	70446363	70446681
chr9	70456374	70456474
chr9	70457725	70457836
chr9	70469132	70469207
chr9	70479549	70479679
chr9	70492992	70493081
chr9	70503981	70505599
chr9	70516841	70517401
chr9	70518051	70518641
chr9	70526293	70527818
chr9	70535564	70535727
chr9	70536021	70536849
chr9	70541848	70542086
chr9	70543207	70544017
chr9	70545843	70546418
chr9	70549765	70549980
chr9	70551270	70552046
chr9	70580868	70581519
chr9	70599442	70599896
chr9	70604987	70605103
chr9	70606356	70606437
chr9	70608365	70608424
chr9	70610612	70611110
chr9	70612921	70613080
chr9	70618114	70618246
chr9	70622296	70622795
chr9	70623128	70623746
chr9	70624808	70625223
chr9	70633200	70634083
chr9	70634280	70634801
chr9	70635013	70635313
chr9	70635855	70636198
chr9	70638425	70638631
chr9	70643159	70643634
chr9	70648463	70648834
chr9	70649598	70649865
chr9	70650655	70650707
chr9	70653116	70653177
chr9	70658223	70658352
chr9	70662620	70662932
chr9	70668095	70668554
chr9	70668864	70669177
chr9	70671022	70671143
chr9	70671919	70672114
chr9	70675774	70676058
chr9	70677250	70677391
chr9	70682361	70683061
chr9	70688551	70689152
chr9	70690176	70690841
chr9	70691104	70691343
chr9	70695398	70696540
chr9	70701147	70701494
chr9	70703863	70704097
chr9	70710987	70712308
chr9	70717400	70717447
chr9	70718102	70718585
chr9	70720438	70720989
chr9	70729098	70729269
chr9	70729733	70730146
chr9	70736745	70737191
chr9	70739157	70739676
chr9	70740199	70740951
chr9	70741525	70741662
chr9	70747669	70747766
chr9	70762233	70763180
chr9	70769522	70770440
chr9	70774350	70775163
chr9	70776393	70776596
chr9	70777829	70778236
chr9	70783783	70783892
chr9	70787591	70788225
chr9	70790344	70790922
chr9	70791481	70791606
chr9	70805651	70805753
chr9	70825340	70825504
chr9	70829588	70829928
chr9	70839045	70839181
chr9	70841182	70841277
chr9	70918805	70918872
chr9	70921675	70921928
chr9	70939855	70940342
chr9	70968851	70969361
chr9	70971022	70971077
chr9	70973975	70974424
chr9	70976629	70977291
chr9	70985283	70985786
chr9	70988030	70988583
chr9	70993890	70994524
chr9	70998097	70998242
chr9	71004073	71004730
chr9	71005808	71006528
chr9	71010377	71011051
chr9	71013478	71014349
chr9	71022316	71022707
chr9	71023639	71023809
chr9	71025575	71025737
chr9	71027194	71028060
chr9	71033568	71033980
chr9	71036246	71037262
chr9	71062867	71064318
chr9	71155585	71155633
chr9	71168195	71168511
chr9	71301150	71301424
chr9	71314136	71314298
chr9	71321344	71321575
chr9	71323056	71323188
chr9	71328079	71328633
chr9	71333095	71334079
chr9	71391345	71391960
chr9	71439822	71440600
chr9	71452643	71453262
chr9	71454228	71454864
chr9	71460964	71461221
chr9	71462691	71462796
chr9	71463264	71463311
chr9	71463901	71464423
chr9	71465147	71465620
chr9	71471615	71472309
chr9	71472529	71472967
chr9	71493982	71494358
chr9	71507364	71507838
chr9	71508251	71508611
chr9	71511198	71511762
chr9	71518638	71518786
chr9	71524198	71524284
chr9	71524753	71525741
chr9	71526041	71526136
chr9	71537623	71537904
chr9	71546957	71547280
chr9	71556863	71557635
chr9	71558570	71559028
chr9	71594209	71594629
chr9	71597602	71598276
chr9	71618824	71619657
chr9	71624166	71624301
chr9	71653547	71653756
chr9	71654011	71654520
chr9	71679636	71680597
chr9	71701863	71702138
chr9	71713969	71714023
chr9	71743899	71744036
chr9	71778404	71779542
chr9	71792512	71793085
chr9	71799085	71799378
chr9	71800526	71801058
chr9	71811836	71812497
chr9	71823894	71824443
chr9	71824778	71824941
chr9	71834606	71834716
chr9	71857666	71858005
chr9	71860320	71861015
chr9	71862475	71863317
chr9	71878202	71878380
chr9	71884629	71885567
chr9	71887354	71887624
chr9	71932788	71933244
chr9	71936837	71936945
chr9	71942611	71942786
chr9	71948251	71948312
chr9	71949623	71949739
chr9	71958417	71960072
chr9	71980529	71981620
chr9	72014418	72014479
chr9	72017277	72018202
chr9	72108226	72108562
chr9	72122409	72123621
chr9	72123816	72124085
chr9	72133734	72133875
chr9	72163559	72163743
chr9	72183869	72184419
chr9	72204190	72204291
chr9	72212346	72212493
chr9	72213229	72213399
chr9	72213956	72214267
chr9	72219044	72219300
chr9	72220175	72220370
chr9	72222033	72222150
chr9	72236529	72236709
chr9	72239796	72239969
chr9	72245115	72245876
chr9	72249724	72249837
chr9	72256049	72256394
chr9	72256970	72257912
chr9	72264880	72265051
chr9	72266298	72266717
chr9	72267883	72269168
chr9	72270584	72270804
chr9	72285813	72286706
chr9	72288950	72289624
chr9	72295188	72295263
chr9	72295699	72296224
chr9	72300031	72300347
chr9	72305234	72305354
chr9	72305932	72306518
chr9	72313676	72313897
chr9	72315261	72315783
chr9	72336226	72336763
chr9	72339373	72340249
chr9	72378015	72378337
chr9	72379147	72380977
chr9	72391489	72391843
chr9	72410837	72411367
chr9	72428194	72428348
chr9	72442517	72442588
chr9	72454530	72454747
chr9	72456514	72456788
chr9	72461036	72461412
chr9	72466326	72466373
chr9	72476549	72476831
chr9	72479622	72479948
chr9	72482545	72483229
chr9	72487333	72488597
chr9	72500916	72501059
chr9	72502611	72503565
chr9	72504661	72505029
chr9	72509530	72511360
chr9	72520140	72520618
chr9	72522581	72522942
chr9	72524644	72524719
chr9	72526623	72526701
chr9	72529522	72530032
chr9	72531213	72531374
chr9	72532893	72533295
chr9	72547347	72548288
chr9	72562887	72563062
chr9	72567720	72567907
chr9	72572754	72573520
chr9	72575068	72575136
chr9	72576567	72576659
chr9	72581927	72582009
chr9	72583357	72584128
chr9	72589144	72589554
chr9	72596386	72596590
chr9	72597813	72598492
chr9	72599837	72600231
chr9	72600605	72601133
chr9	72605646	72605737
chr9	72614332	72615006
chr9	72628448	72628689
chr9	72629436	72629927
chr9	72634252	72634417
chr9	72638917	72639835
chr9	72644973	72645260
chr9	72654597	72655530
chr9	72660972	72661262
chr9	72676653	72676817
chr9	72731686	72732168
chr9	72735539	72735721
chr9	72737780	72737875
chr9	72750329	72751092
chr9	72771103	72771202
chr9	72772900	72773837
chr9	72802712	72802774
chr9	72803308	72803766
chr9	72805998	72807044
chr9	72816029	72816709
chr9	72817690	72817984
chr9	72832951	72834006
chr9	72838835	72838902
chr9	72844224	72844277
chr9	72846438	72846578
chr9	72873580	72874419
chr9	72881360	72881646
chr9	72886732	72887925
chr9	72891789	72893099
chr9	72915930	72916598
chr9	72918838	72919120
chr9	72920394	72920767
chr9	72933669	72933995
chr9	72937229	72937782
chr9	72939513	72940022
chr9	72950789	72951930
chr9	72960772	72962051
chr9	72969698	72969803
chr9	72972954	72973204
chr9	73005862	73005969
chr9	73010673	73011172
chr9	73228606	73229164
chr9	73601343	73601731
chr9	73957977	73958337
chr9	73989644	73989855
chr9	74172035	74172541
chr9	74695129	74695331
chr9	74696188	74696630
chr9	74701948	74702436
chr9	74704909	74705102
chr9	74709160	74710031
chr9	74711140	74711240
chr9	74714320	74714974
chr9	74715647	74715909
chr9	74718764	74719026
chr9	74752809	74753124
chr9	74754844	74754995
chr9	74800356	74801416
chr9	74812845	74812978
chr9	74814169	74814464
chr9	74820296	74820778
chr9	74823339	74824280
chr9	74830365	74831043
chr9	74844226	74844293
chr9	74871005	74871216
chr9	74871875	74872388
chr9	74885186	74886487
chr9	74892860	74893315
chr9	74897732	74898383
chr9	74918662	74919874
chr9	75044264	75044371
chr9	75069402	75070119
chr9	75079798	75080156
chr9	75082215	75082425
chr9	75084578	75085208
chr9	75086104	75086236
chr9	75090872	75090955
chr9	75095915	75096378
chr9	75101130	75101307
chr9	75101507	75101770
chr9	75102048	75102414
chr9	75104055	75104172
chr9	75109510	75109599
chr9	75110115	75110496
chr9	75111620	75112200
chr9	75130560	75130982
chr9	75131620	75131802
chr9	75137230	75137609
chr9	75151501	75151839
chr9	75159777	75160078
chr9	75161684	75162504
chr9	75169921	75170016
chr9	75182223	75182387
chr9	75203729	75203912
chr9	75209461	75210225
chr9	75227212	75227340
chr9	75231695	75231989
chr9	75232319	75232952
chr9	75233285	75233766
chr9	75234320	75234475
chr9	75236878	75237002
chr9	75243797	75244162
chr9	75246925	75247282
chr9	75248501	75248932
chr9	75249428	75250382
chr9	75256887	75258317
chr9	75273816	75274030
chr9	75276908	75277243
chr9	75279034	75279416
chr9	75282201	75282516
chr9	75283651	75284005
chr9	75285607	75285813
chr9	75288936	75289887
chr9	75295129	75295646
chr9	75310925	75311004
chr9	75312602	75312809
chr9	75314534	75314592
chr9	75315600	75315766
chr9	75316226	75316338
chr9	75323808	75323865
chr9	75328683	75328784
chr9	75343726	75343819
chr9	75344863	75344996
chr9	75348975	75349222
chr9	75363175	75363866
chr9	75369581	75370007
chr9	75375157	75375768
chr9	75384750	75385910
chr9	75388290	75388558
chr9	75393290	75393909
chr9	75394793	75395599
chr9	75401121	75401495
chr9	75406543	75407579
chr9	75411401	75411864
chr9	75429776	75430276
chr9	75431390	75431642
chr9	75458523	75459199
chr9	75466579	75466683
chr9	75473038	75474358
chr9	75493324	75493714
chr9	75531516	75531834
chr9	75568222	75568522
chr9	75607827	75608156
chr9	75610519	75610682
chr9	75617364	75617418
chr9	75656207	75656365
chr9	75677248	75677396
chr9	75724921	75725307
chr9	75745864	75746278
chr9	75753468	75753554
chr9	75758104	75758198
chr9	75775199	75775687
chr9	75805425	75805507
chr9	75807592	75808240
chr9	75815559	75816119
chr9	75827368	75828432
chr9	75828892	75829416
chr9	75833503	75833786
chr9	75837235	75837443
chr9	75841512	75841563
chr9	75849137	75849599
chr9	75862339	75863380
chr9	75872226	75872436
chr9	75883832	75883938
chr9	75884279	75884827
chr9	75912225	75912377
chr9	75970679	75970926
chr9	76017473	76017578
chr9	76078376	76078597
chr9	76083819	76086040
chr9	76110412	76110620
chr9	76238827	76238980
chr9	76401738	76401986
chr9	76405966	76406389
chr9	76406802	76407798
chr9	76413713	76413865
chr9	76414260	76415304
chr9	76508622	76509089
chr9	77106816	77107103
chr9	77225077	77225206
chr9	77227579	77227682
chr9	77229337	77229554
chr9	77252309	77252446
chr9	77254655	77255144
chr9	77266799	77266957
chr9	77267498	77268546
chr9	77273444	77273661
chr9	77275557	77276332
chr9	77282652	77283331
chr9	77289164	77289381
chr9	77304274	77304669
chr9	77307311	77307423
chr9	77310879	77311135
chr9	77311721	77312184
chr9	77314568	77315098
chr9	77317911	77317964
chr9	77333878	77334076
chr9	77341980	77342445
chr9	77344305	77345204
chr9	77366788	77367233
chr9	77375237	77375412
chr9	77376199	77376838
chr9	77377384	77377534
chr9	77378432	77378544
chr9	77385239	77385597
chr9	77391337	77393109
chr9	77398989	77399270
chr9	77404496	77404606
chr9	77444090	77444602
chr9	77456105	77456235
chr9	77502967	77503955
chr9	77555640	77555789
chr9	77585251	77585769
chr9	77592704	77592944
chr9	77597979	77599133
chr9	77602170	77603218
chr9	77603874	77604421
chr9	77605060	77605461
chr9	77611275	77611919
chr9	77613654	77614972
chr9	77619689	77619927
chr9	77620577	77620928
chr9	77622547	77622906
chr9	77624233	77624438
chr9	77626730	77627095
chr9	77628988	77629713
chr9	77639443	77639944
chr9	77642722	77642815
chr9	77643869	77644084
chr9	77644753	77644894
chr9	77646747	77647228
chr9	77654385	77655197
chr9	77667104	77667496
chr9	77673271	77673629
chr9	77676379	77676683
chr9	77682539	77682722
chr9	77683119	77683344
chr9	77758121	77759193
chr9	77764837	77766093
chr9	77771943	77772139
chr9	77775095	77775875
chr9	77778054	77778304
chr9	77778558	77778886
chr9	77783759	77784283
chr9	77786802	77787252
chr9	77788906	77789106
chr9	77796316	77796425
chr9	77797957	77798129
chr9	77800773	77801450
chr9	77802284	77802780
chr9	77803092	77803515
chr9	77807644	77807837
chr9	77811767	77812331
chr9	77818684	77818755
chr9	77820489	77820676
chr9	77827148	77827330
chr9	77829139	77829473
chr9	77831303	77831778
chr9	77834206	77834282
chr9	77841401	77842112
chr9	77848946	77849332
chr9	77853056	77853588
chr9	77854253	77854913
chr9	77858937	77859060
chr9	77861603	77861864
chr9	77869383	77869511
chr9	77870075	77870464
chr9	77872593	77873074
chr9	77883360	77883408
chr9	77886450	77887321
chr9	77894101	77894153
chr9	77894461	77895207
chr9	77898324	77898449
chr9	77906564	77907813
chr9	77908487	77908729
chr9	77916797	77916911
chr9	77926566	77926654
chr9	77929807	77929988
chr9	77931389	77931510
chr9	77934562	77934689
chr9	77936488	77936922
chr9	77938404	77938862
chr9	77944301	77944430
chr9	77952767	77953916
chr9	77955729	77957063
chr9	77960838	77961488
chr9	77965605	77965833
chr9	77970014	77970328
chr9	77970780	77971418
chr9	77972051	77972198
chr9	77972401	77972742
chr9	77981325	77981801
chr9	77992533	77992584
chr9	77997472	77997560
chr9	77999544	77999677
chr9	78001601	78001999
chr9	78007157	78007405
chr9	78013246	78015045
chr9	78016669	78016924
chr9	78023319	78024852
chr9	78031837	78032207
chr9	78036467	78037079
chr9	78038554	78039142
chr9	78039430	78040015
chr9	78041705	78042205
chr9	78059987	78060653
chr9	78064992	78065182
chr9	78143862	78144171
chr9	78188121	78188529
chr9	78196769	78196818
chr9	78205825	78206326
chr9	78226253	78226392
chr9	78233897	78233978
chr9	78243367	78244141
chr9	78275228	78276805
chr9	78289544	78291192
chr9	78295644	78296900
