LongTable-checkbox,lineage1,lineage2,lineage3,depmapId,displayName, Primary Disease
TRUE,Breast,Breast Ductal Carcinoma,ERpos HER2neg,ACH-000044,MDAMB134VI,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERneg HER2neg,ACH-000621,MDAMB157,Breast Cancer
TRUE,Breast,Breast Ductal Carcinoma,ERpos HER2neg,ACH-000759,MDAMB175VII,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-000768,MDAMB231,Breast Cancer
TRUE,Breast,Breast Carcinoma,,ACH-001358,MDAMB330,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERpos HER2pos,ACH-000934,MDAMB361,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERpos HER2neg,ACH-000876,MDAMB415,Breast Cancer
TRUE,Skin,Melanoma,Amelanotic,ACH-000884,MDAMB435S,Skin Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-000573,MDAMB436,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-000910,MDAMB453,Breast Cancer
TRUE,Breast,Breast Carcinoma,ERneg HER2neg,ACH-000849,MDAMB468,Breast Cancer
TRUE,Prostate,Prostate Adenocarcinoma,,ACH-000952,MDAPCA2B,Prostate Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000935,MDST8,Colon/Colorectal Cancer
TRUE,Blood,AML,M4,ACH-000439,ME1,Leukemia
TRUE,Cervix,Cervical Squamous,,ACH-001359,ME180,Cervical Cancer
TRUE,Blood,CLL,B-cell,ACH-000405,MEC1,Leukemia
TRUE,Lymphocyte,Lymphoma Unspecified,B-cell,ACH-001121,MEC2,Lymphoma
TRUE,Blood,CML,,ACH-000072,MEG01,Leukemia
TRUE,Eye,Uveal Melanoma,,ACH-001554,MEL202,Eye Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002014,MEL270,Eye Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002015,MEL285,Eye Cancer
TRUE,Eye,Uveal Melanoma,,ACH-002016,MEL290,Eye Cancer
TRUE,Skin,Melanoma,,ACH-000450,MELHO,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000881,MELJUSO,Skin Cancer
TRUE,Lung,Mesothelioma,,ACH-001555,MERO14,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001556,MERO25,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001557,MERO41,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001558,MERO48A,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001559,MERO82,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001560,MERO83,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001561,MERO84,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-001562,MERO95,Lung Cancer
TRUE,Soft Tissue,Uterine Sarcoma,,ACH-000449,MESSA,Sarcoma
TRUE,Skin,Melanoma,,ACH-002388,MET2B,Skin Cancer
TRUE,Skin,Melanoma,,ACH-000987,MEWO,Skin Cancer
TRUE,Uterus,Endometrial Adenocarcinoma,,ACH-000192,MFE280,Endometrial/Uterine Cancer
TRUE,Uterus,Endometrial Adenocarcinoma,,ACH-000879,MFE296,Endometrial/Uterine Cancer
TRUE,Uterus,Endometrial Adenocarcinoma,,ACH-000988,MFE319,Endometrial/Uterine Cancer
TRUE,Soft Tissue,Malignant Fibrous Histiocytoma,,ACH-002271,MFHINO,Sarcoma
TRUE,Breast,Breast Ductal Carcinoma,ERneg HER2neg,ACH-001819,MFM223,Breast Cancer
TRUE,Bone,Osteosarcoma,,ACH-000359,MG63,Bone Cancer
TRUE,Blood,ALL,B-cell,ACH-000020,MHHCALL2,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000032,MHHCALL3,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000156,MHHCALL4,Leukemia
TRUE,Bone,Ewing Sarcoma,,ACH-000391,MHHES1,Bone Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000078,MHHNB11,Neuroblastoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell,ACH-002272,MHHPREB1,Lymphoma
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-000601,MIAPACA2,Pancreatic Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Mantle Cell,ACH-000220,MINO,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,T-cell Cutaneous,ACH-000077,MJ,Lymphoma
TRUE,Skin,Merkel Cell Carcinoma,,ACH-001122,MKL1,Skin Cancer
TRUE,Skin,Merkel Cell Carcinoma,,ACH-001123,MKL2,Skin Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000351,MKN1,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Tubular,ACH-002161,MKN28,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Diffuse Gastric,ACH-000356,MKN45,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Tubular,ACH-000678,MKN7,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000758,MKN74,Gastric Cancer
TRUE,Thyroid,Thyroid Carcinoma,Follicular,ACH-000058,ML1,Thyroid Cancer
TRUE,Blood,AML,,ACH-002273,ML2,Leukemia
TRUE,Blood,Hairy Cell Leukemia,,ACH-002274,MLMA,Leukemia
TRUE,Skin,Melanoma,Amelanotic,ACH-001563,MM127,Skin Cancer
TRUE,Skin,Melanoma,Acral,ACH-002512,MM160113,Skin Cancer
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000763,MM1S,Myeloma
TRUE,Skin,Melanoma,,ACH-001970,MM253,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001566,MM370,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001567,MM383,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001568,MM386,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001569,MM415,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001570,MM426,Skin Cancer
TRUE,Skin,Melanoma,,ACH-001973,MM485,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002084,MMAC,Skin Cancer
TRUE,Skin,Melanoma,,ACH-002162,MMACSF,Skin Cancer
TRUE,Blood,ALL,B-cell,ACH-002275,MN60,Leukemia
TRUE,Central Nervous System,Glioma,,ACH-001125,MOGGCCM,Brain Cancer
TRUE,Central Nervous System,Glioma,,ACH-001126,MOGGUVW,Brain Cancer
TRUE,Blood,CML,,ACH-001573,MOLM1,Leukemia
TRUE,Blood,AML,,ACH-000362,MOLM13,Leukemia
TRUE,Blood,AML,,ACH-001574,MOLM14,Leukemia
TRUE,Blood,AML,,ACH-000369,MOLM16,Leukemia
TRUE,Blood,CML,Blast Crisis,ACH-000321,MOLM6,Leukemia
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000453,MOLP2,Myeloma
TRUE,Plasma Cell,Multiple Myeloma,,ACH-000745,MOLP8,Myeloma
TRUE,Blood,ALL,T-cell,ACH-000795,MOLT13,Leukemia
TRUE,Blood,ALL,T-cell,ACH-000918,MOLT16,Leukemia
TRUE,Blood,ALL,T-cell,ACH-000964,MOLT3,Leukemia
TRUE,Blood,ALL,T-cell,ACH-001127,MOLT4,Leukemia
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-001128,MON,Rhabdoid
TRUE,Blood,AML,,ACH-001129,MONOMAC1,Leukemia
TRUE,Blood,AML,M5,ACH-000006,MONOMAC6,Leukemia
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000851,MORCPR,Lung Cancer
TRUE,Blood,Hairy Cell Leukemia,,ACH-002339,MOT,Leukemia
TRUE,Lymphocyte,Lymphoma Unspecified,T-cell,ACH-001130,MOTN1,Lymphoma
TRUE,Eye,Uveal Melanoma,,ACH-002011,MP46,Eye Cancer
TRUE,Lung,Mesothelioma,,ACH-000319,MPP89,Lung Cancer
TRUE,Breast,Breast Carcinoma,,ACH-002163,MRKNU1,Breast Cancer
TRUE,Lung,SCLC,,ACH-001958,MS1,Lung Cancer
TRUE,Cervix,Cervical Squamous,,ACH-001360,MS751,Cervical Cancer
TRUE,Skin,Merkel Cell Carcinoma,,ACH-001131,MSDASH1,Skin Cancer
TRUE,Lung,Mesothelioma,,ACH-000335,MSTO211H,Lung Cancer
TRUE,Lymphocyte,Lymphoma Unspecified,T-cell,ACH-001132,MTA,Lymphoma
TRUE,Bone,Chordoma,,ACH-001956,MUGCHOR1,Bone Cancer
TRUE,Blood,AML,,ACH-000084,MUTZ3,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000492,MUTZ5,Leukemia
TRUE,Blood,AML,,ACH-001577,MUTZ8,Leukemia
TRUE,Blood,AML,,ACH-000045,MV411,Leukemia
TRUE,Breast,,,ACH-002328,MX1,Breast Cancer
TRUE,Lymphocyte,Lymphoma Unspecified,T-cell,ACH-001134,MYLA,Lymphoma
TRUE,Blood,Acute Biphenotypic Leukemia,,ACH-002276,MYM12,Leukemia
TRUE,Unknown,,,ACH-002360,MZ1B,Unknown
TRUE,Pancreas,Exocrine,Exocrine Adenocarcinoma,ACH-002164,MZ1PC,Pancreatic Cancer
TRUE,Skin,Melanoma,,ACH-002165,MZ2MEL,Skin Cancer
TRUE,Unknown,,,ACH-002361,MZ7B,Unknown
TRUE,Skin,Melanoma,,ACH-002166,MZ7MEL,Skin Cancer
TRUE,Blood,CML,Blast Crisis,ACH-000462,NALM1,Leukemia
TRUE,Blood,ALL,B-cell,ACH-001993,NALM16,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000130,NALM19,Leukemia
TRUE,Blood,ALL,B-cell,ACH-000938,NALM6,Leukemia
TRUE,Lymphocyte,Non Hodgkin Lymphoma,B-cell Burkitt,ACH-000944,NAMALWA,Lymphoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000804,NB1,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002278,NB10,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002279,NB12,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002280,NB13,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002281,NB14,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001303,NB1643,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002282,NB17,Neuroblastoma
TRUE,Blood,AML,M3,ACH-000294,NB4,Leukemia
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002283,NB5,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002284,NB6,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002083,NB69,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002285,NB7,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002340,NBSUSSR,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-002277,NBTU110,Neuroblastoma
TRUE,Kidney,Renal Cell Carcinoma,,ACH-002167,NCC010,Kidney Cancer
TRUE,Kidney,Renal Cell Carcinoma,,ACH-002168,NCC021,Kidney Cancer
TRUE,Embryo,Embryo Carcinoma,,ACH-001578,NCCIT,Embryonal Cancer
TRUE,Peripheral Nervous System,MPNST,,ACH-002800,NCCMPNST2C1,Sarcoma
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000110,NCCSTCK140,Gastric Cancer
TRUE,Unknown,,,ACH-002362,NCIBL128,Unknown
TRUE,Unknown,,,ACH-002363,NCIBL1395,Unknown
TRUE,Unknown,,,ACH-002364,NCIBL1437,Unknown
TRUE,Unknown,,,ACH-002365,NCIBL1770,Unknown
TRUE,Unknown,,,ACH-002366,NCIBL2009,Unknown
TRUE,Unknown,,,ACH-002367,NCIBL2052,Unknown
TRUE,Unknown,,,ACH-002368,NCIBL2087,Unknown
TRUE,Unknown,,,ACH-002369,NCIBL209,Unknown
TRUE,Unknown,,,ACH-002370,NCIBL2122,Unknown
TRUE,Unknown,,,ACH-002371,NCIBL2126,Unknown
TRUE,Unknown,,,ACH-002372,NCIBL2171,Unknown
TRUE,Lung,SCLC,,ACH-000866,NCIH1048,Lung Cancer
TRUE,Lung,SCLC,,ACH-000514,NCIH1092,Lung Cancer
TRUE,Lung,SCLC,,ACH-000780,NCIH1105,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000980,NCIH1155,Lung Cancer
TRUE,Lung,SCLC,,ACH-000523,NCIH1184,Lung Cancer
TRUE,Lung,SCLC,,ACH-002286,NCIH128,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000510,NCIH1299,Lung Cancer
TRUE,Lung,SCLC,,ACH-002169,NCIH1304,Lung Cancer
TRUE,Lung,SCLC,,ACH-000921,NCIH1339,Lung Cancer
TRUE,Lung,SCLC,,ACH-000129,NCIH1341,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000666,NCIH1355,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000845,NCIH1373,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000737,NCIH1385,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000327,NCIH1395,Lung Cancer
TRUE,Lung,SCLC,,ACH-001591,NCIH1417,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000852,NCIH1435,Lung Cancer
TRUE,Lung,SCLC,,ACH-000830,NCIH1436,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000589,NCIH1437,Lung Cancer
TRUE,Lung,SCLC,,ACH-000506,NCIH146,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000892,NCIH1563,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000869,NCIH1568,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000916,NCIH1573,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000015,NCIH1581,Lung Cancer
TRUE,Lung,SCLC,,ACH-000179,NCIH1618,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000744,NCIH1623,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000766,NCIH1648,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000035,NCIH1650,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000893,NCIH1651,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000448,NCIH1666,Lung Cancer
TRUE,Lung,SCLC,,ACH-002170,NCIH1688,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000021,NCIH1693,Lung Cancer
TRUE,Lung,SCLC,,ACH-000431,NCIH1694,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000747,NCIH1703,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000675,NCIH1734,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000282,NCIH1755,Lung Cancer
TRUE,Lung,NSCLC,,ACH-001362,NCIH1770,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000379,NCIH1781,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000496,NCIH1792,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000888,NCIH1793,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000033,NCIH1819,Lung Cancer
TRUE,Lung,SCLC,,ACH-000559,NCIH1836,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000733,NCIH1838,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000894,NCIH1869,Lung Cancer
TRUE,Lung,SCLC,,ACH-001136,NCIH187,Lung Cancer
TRUE,Lung,SCLC,,ACH-000586,NCIH1876,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000434,NCIH1915,Lung Cancer
TRUE,Lung,SCLC,,ACH-000870,NCIH1930,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000414,NCIH1944,Lung Cancer
TRUE,Lung,SCLC,,ACH-000752,NCIH196,Lung Cancer
TRUE,Lung,SCLC,,ACH-000729,NCIH1963,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000587,NCIH1975,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-001137,NCIH1993,Lung Cancer
TRUE,Soft Tissue,Malignant Rhabdoid Tumor,,ACH-000533,NCIH2004RT,Rhabdoid
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000886,NCIH2009,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000781,NCIH2023,Lung Cancer
TRUE,Lung,SCLC,,ACH-000298,NCIH2029,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000521,NCIH2030,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-000153,NCIH2052,Lung Cancer
TRUE,Lung,SCLC,,ACH-000727,NCIH2066,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000590,NCIH2073,Lung Cancer
TRUE,Lung,SCLC,,ACH-000394,NCIH2081,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000451,NCIH2085,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000841,NCIH2087,Lung Cancer
TRUE,Lung,SCLC,,ACH-000290,NCIH209,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000904,NCIH2106,Lung Cancer
TRUE,Lung,SCLC,,ACH-000639,NCIH211,Lung Cancer
TRUE,Lung,NSCLC,,ACH-000929,NCIH2110,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000311,NCIH2122,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000785,NCIH2126,Lung Cancer
TRUE,Lung,NSCLC,,ACH-001363,NCIH2135,Lung Cancer
TRUE,Lung,SCLC,,ACH-001138,NCIH2141,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000481,NCIH2170,Lung Cancer
TRUE,Lung,SCLC,,ACH-000525,NCIH2171,Lung Cancer
TRUE,Lung,NSCLC,,ACH-000924,NCIH2172,Lung Cancer
TRUE,Lung,SCLC,,ACH-000399,NCIH2196,Lung Cancer
TRUE,Lung,SCLC,,ACH-000610,NCIH2227,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000447,NCIH2228,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000367,NCIH226,Lung Cancer
TRUE,Lung,SCLC,,ACH-000912,NCIH2286,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000718,NCIH2291,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000900,NCIH23,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000951,NCIH2342,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000875,NCIH2347,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000121,NCIH2405,Lung Cancer
TRUE,Lung,NSCLC,,ACH-000186,NCIH2444,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-000092,NCIH2452,Lung Cancer
TRUE,Lung,SCLC,,ACH-002171,NCIH250,Lung Cancer
TRUE,Lung,Mesothelioma,,ACH-000648,NCIH28,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000700,NCIH2882,Lung Cancer
TRUE,Lung,NSCLC,,ACH-000251,NCIH2887,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Mucoepidermoid,ACH-001075,NCIH292,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000337,NCIH3122,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000837,NCIH322,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-002172,NCIH322M,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000109,NCIH3255,Lung Cancer
TRUE,Lung,SCLC,,ACH-001364,NCIH345,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000860,NCIH358,Lung Cancer
TRUE,Lung,SCLC,,ACH-002173,NCIH378,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000638,NCIH441,Lung Cancer
TRUE,Lung,SCLC,,ACH-000800,NCIH446,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000463,NCIH460,Lung Cancer
TRUE,Colorectal,Caecum Adenocarcinoma,,ACH-000360,NCIH508,Colon/Colorectal Cancer
TRUE,Lung,SCLC,,ACH-000871,NCIH510,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Squamous,ACH-000395,NCIH520,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000343,NCIH522,Lung Cancer
TRUE,Lung,SCLC,,ACH-000816,NCIH524,Lung Cancer
TRUE,Lung,SCLC,,ACH-000767,NCIH526,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenosquamous,ACH-000628,NCIH596,Lung Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-002287,NCIH630,Colon/Colorectal Cancer
TRUE,Lung,SCLC,,ACH-001599,NCIH64,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenosquamous,ACH-000378,NCIH647,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000945,NCIH650,Lung Cancer
TRUE,Prostate,Prostate Small Cell,,ACH-000177,NCIH660,Prostate Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000853,NCIH661,Lung Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000089,NCIH684,Colon/Colorectal Cancer
TRUE,Lung,SCLC,,ACH-000358,NCIH69,Lung Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000491,NCIH716,Colon/Colorectal Cancer
TRUE,Lung,Lung Carcinoid,,ACH-002174,NCIH720,Lung Cancer
TRUE,Lung,Lung Carcinoid,,ACH-000775,NCIH727,Lung Cancer
TRUE,Lung,SCLC,,ACH-002175,NCIH740,Lung Cancer
TRUE,Colorectal,Colorectal Adenocarcinoma,,ACH-000403,NCIH747,Colon/Colorectal Cancer
TRUE,Lung,SCLC,,ACH-002176,NCIH748,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Large Cell,ACH-000789,NCIH810,Lung Cancer
TRUE,Lung,SCLC,,ACH-000355,NCIH82,Lung Cancer
TRUE,Lung,Lung Carcinoid,,ACH-002177,NCIH835,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000416,NCIH838,Lung Cancer
TRUE,Lung,SCLC,,ACH-000292,NCIH841,Lung Cancer
TRUE,Lung,SCLC,,ACH-001365,NCIH847,Lung Cancer
TRUE,Lung,NSCLC,NSCLC Adenocarcinoma,ACH-000710,NCIH854,Lung Cancer
TRUE,Lung,SCLC,,ACH-000297,NCIH889,Lung Cancer
TRUE,Plasma Cell,Multiple Myeloma,Plasmacytoma,ACH-000050,NCIH929,Myeloma
TRUE,Gastric,Gastric Adenocarcinoma,Tubular,ACH-000427,NCIN87,Gastric Cancer
TRUE,Blood,CML,,ACH-000076,NCO2,Leukemia
TRUE,Embryo,,,ACH-002288,NEC8,Embryonal Cancer
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001366,NGP,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001603,NH12,Neuroblastoma
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-000203,NH6,Neuroblastoma
TRUE,Engineered Central Nervous System,,,ACH-001142,NHAHTDD,Engineered
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000001,NIHOVCAR3,
TRUE,Blood,NKC,,ACH-002289,NK92MI,Leukemia
TRUE,Lymphocyte,Lymphoma Unspecified,,ACH-001143,NKL,Lymphoma
TRUE,Blood,AML,,ACH-002290,NKM1,Leukemia
TRUE,Peripheral Nervous System,Neuroblastoma,,ACH-001367,NMB,Neuroblastoma
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-000200,NMCG1,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001605,NO10,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001606,NO11,Brain Cancer
TRUE,Lung,Mesothelioma,,ACH-001977,NO36,Lung Cancer
TRUE,Blood,AML,M5,ACH-000168,NOMO1,Leukemia
TRUE,Bone,Osteosarcoma,,ACH-002067,NOS1,Bone Cancer
TRUE,Bile Duct,Gallbladder Adenocarcinoma,,ACH-001607,NOZ,Gallbladder Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001608,NP2,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001609,NP3,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001610,NP5,Brain Cancer
TRUE,Central Nervous System,Glioma,Glioblastoma,ACH-001611,NP8,Brain Cancer
TRUE,Embryo,Embryo Carcinoma,,ACH-002291,NTERA2CLD1,Embryonal Cancer
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000388,NUDHL1,Lymphoma
TRUE,Lymphocyte,Non Hodgkin Lymphoma,DLBCL,ACH-000287,NUDUL1,Lymphoma
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000761,NUGC2,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,,ACH-000911,NUGC3,Gastric Cancer
TRUE,Gastric,Gastric Adenocarcinoma,Diffuse Gastric,ACH-000674,NUGC4,Gastric Cancer
TRUE,Bone,Osteosarcoma,,ACH-002178,NY,Bone Cancer
TRUE,Skin,Melanoma,,ACH-001982,NZM3,Skin Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Endometrioid,ACH-001991,NZOV9,Ovarian Cancer
TRUE,Esophagus,Esophagus Adenocarcinoma,,ACH-001368,OACM51,Esophageal Cancer
TRUE,Esophagus,Esophagus Adenocarcinoma,,ACH-002292,OACP4C,Esophageal Cancer
TRUE,Ovary,Ovary Adenocarcinoma,High Grade Serous,ACH-000116,OAW28,Ovarian Cancer
TRUE,Ovary,Ovary Carcinoma,,ACH-000704,OAW42,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Clear Cell,ACH-000962,OC314,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-001144,OC315,Ovarian Cancer
TRUE,Ovary,Ovary Adenocarcinoma,Serous,ACH-001145,OC316,Ovarian Cancer
TRUE,Blood,AML,M4,ACH-000113,OCIAML2,Leukemia
TRUE,Blood,AML,M4,ACH-000336,OCIAML3,Leukemia
TRUE,Blood,AML,,ACH-001613,OCIAML4,Leukemia
TRUE,Blood,AML,,ACH-000065,OCIAML5,Leukemia
